id,question_es,sql,archetype,archetype_name,pattern,intent,default_chart,tables_used,difficulty,num_tables
284,¿Cuánto contribuye cada rango de monto al total de transferencias?,"SELECT CASE WHEN amount < 1000 THEN '<1K' WHEN amount < 5000 THEN '1K-5K' WHEN amount < 10000 THEN '5K-10K' ELSE '>10K' END AS rango, SUM(amount) AS total, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers) AS contribucion_pct FROM dbo.Transfers GROUP BY CASE WHEN amount < 1000 THEN '<1K' WHEN amount < 5000 THEN '1K-5K' WHEN amount < 10000 THEN '5K-10K' ELSE '>10K' END",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Transfers,hard,1
357,¿Cuánto contribuye cada rango de saldo al número de cuentas?,"SELECT CASE WHEN currentBalance < 5000 THEN '<5K' WHEN currentBalance < 25000 THEN '5K-25K' WHEN currentBalance < 100000 THEN '25K-100K' ELSE '>100K' END AS rango, COUNT(*) AS num_cuentas, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS contribucion_pct FROM dbo.Accounts GROUP BY CASE WHEN currentBalance < 5000 THEN '<5K' WHEN currentBalance < 25000 THEN '5K-25K' WHEN currentBalance < 100000 THEN '25K-100K' ELSE '>100K' END",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Accounts,hard,1
361,¿Cuál es la contribución de cuentas nuevas vs antiguas al saldo total?,"SELECT CASE WHEN DATEDIFF(YEAR, createdAt, GETDATE()) < 1 THEN 'Nuevas (<1 año)' WHEN DATEDIFF(YEAR, createdAt, GETDATE()) < 3 THEN 'Recientes (1-3 años)' ELSE 'Antiguas (>3 años)' END AS antiguedad, SUM(currentBalance) AS saldo, SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS contribucion_pct FROM dbo.Accounts GROUP BY CASE WHEN DATEDIFF(YEAR, createdAt, GETDATE()) < 1 THEN 'Nuevas (<1 año)' WHEN DATEDIFF(YEAR, createdAt, GETDATE()) < 3 THEN 'Recientes (1-3 años)' ELSE 'Antiguas (>3 años)' END",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Accounts,hard,1
362,¿Cuánto aporta cada tipo de cliente al volumen de transacciones?,"SELECT c.customerType, SUM(t.amount) AS volumen, SUM(t.amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transactions) AS contribucion_pct FROM dbo.Customers c JOIN dbo.AccountOwnerships ao ON c.id = ao.ownerId JOIN dbo.Accounts a ON ao.accountId = a.id JOIN dbo.Transactions t ON a.id = t.accountId GROUP BY c.customerType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Customers, AccountOwnerships, Accounts, Transactions",hard,4
363,¿Cuál es la contribución de cada rango de tasa al monto de intereses pagados?,"SELECT CASE WHEN l.interestRate < 5 THEN '<5%' WHEN l.interestRate < 10 THEN '5-10%' ELSE '>10%' END AS rango_tasa, SUM(lp.interestAmount) AS intereses, SUM(lp.interestAmount) * 100.0 / (SELECT SUM(interestAmount) FROM dbo.LoanPayments) AS contribucion_pct FROM dbo.Loans l JOIN dbo.LoanPayments lp ON l.id = lp.loanId GROUP BY CASE WHEN l.interestRate < 5 THEN '<5%' WHEN l.interestRate < 10 THEN '5-10%' ELSE '>10%' END",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Loans, LoanPayments",hard,2
365,¿Cuál es la contribución de préstamos grandes vs pequeños al total de intereses?,"SELECT CASE WHEN l.loanAmount > 50000 THEN 'Grande (>50K)' ELSE 'Pequeño (<=50K)' END AS tamano, SUM(lp.interestAmount) AS intereses, SUM(lp.interestAmount) * 100.0 / (SELECT SUM(interestAmount) FROM dbo.LoanPayments) AS contribucion_pct FROM dbo.Loans l JOIN dbo.LoanPayments lp ON l.id = lp.loanId GROUP BY CASE WHEN l.loanAmount > 50000 THEN 'Grande (>50K)' ELSE 'Pequeño (<=50K)' END",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Loans, LoanPayments",hard,2
64,¿Cómo se compara el número de transacciones entre depósitos y retiros?,"SELECT transactionType, COUNT(*) AS num_transacciones FROM dbo.Transactions GROUP BY transactionType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transactions,easy,1
67,¿Cómo se compara el número de cuentas activas vs cerradas?,"SELECT accountStatus, COUNT(*) AS num_cuentas FROM dbo.Accounts WHERE accountStatus IN ('active', 'closed') GROUP BY accountStatus",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Accounts,easy,1
68,¿Cómo se compara el monto de depósitos vs retiros?,"SELECT transactionType, SUM(amount) AS monto_total FROM dbo.Transactions GROUP BY transactionType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transactions,easy,1
69,¿Cómo se compara el número de préstamos activos vs cerrados?,"SELECT status, COUNT(*) AS num_prestamos FROM dbo.Loans WHERE status IN ('active', 'closed') GROUP BY status",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,easy,1
159,¿Cómo se compara el número de préstamos activos vs cancelados?,"SELECT status, COUNT(*) AS cantidad FROM dbo.Loans WHERE status IN ('active', 'canceled') GROUP BY status",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,easy,1
160,¿Cuál es la diferencia en saldo promedio entre cuentas de crédito y cuentas corrientes?,"SELECT accountType, AVG(currentBalance) AS saldo_promedio FROM dbo.Accounts WHERE accountType IN ('credit', 'checking') GROUP BY accountType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Accounts,easy,1
162,¿Cuál es la diferencia en monto promedio de préstamo entre préstamos de auto y personales?,"SELECT loanType, AVG(loanAmount) AS monto_promedio FROM dbo.Loans WHERE loanType IN ('auto', 'personal') GROUP BY loanType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,easy,1
164,¿Cuál es la diferencia en tasa de interés promedio entre préstamos hipotecarios y de auto?,"SELECT loanType, AVG(interestRate) AS tasa_promedio FROM dbo.Loans WHERE loanType IN ('mortgage', 'auto') GROUP BY loanType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,easy,1
241,¿Cómo se comparan los préstamos hipotecarios vs personales en tasa de interés promedio?,"SELECT loanType, AVG(interestRate) AS tasa_promedio FROM dbo.Loans WHERE loanType IN ('mortgage', 'personal') GROUP BY loanType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,easy,1
245,¿Cómo se compara el saldo promedio de cuentas activas vs suspendidas?,"SELECT accountStatus, AVG(currentBalance) AS saldo_promedio FROM dbo.Accounts WHERE accountStatus IN ('active', 'suspended') GROUP BY accountStatus",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Accounts,easy,1
247,¿Cómo se compara el monto total de préstamos activos vs cerrados?,"SELECT status, SUM(loanAmount) AS monto_total FROM dbo.Loans WHERE status IN ('active', 'closed') GROUP BY status",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,easy,1
286,¿Cuál es la diferencia en monto total de préstamos entre préstamos activos y cerrados?,"SELECT status, SUM(loanAmount) AS monto_total FROM dbo.Loans WHERE status IN ('active', 'closed') GROUP BY status",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,easy,1
289,¿Cómo se comparan los retiros vs depósitos en monto promedio?,"SELECT transactionType, AVG(amount) AS monto_promedio FROM dbo.Transactions GROUP BY transactionType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transactions,easy,1
290,¿Cuál es la diferencia en número de empleados entre Tellers y Loan Officers?,"SELECT position, COUNT(*) AS num_empleados FROM dbo.Employees WHERE position IN ('Teller', 'Loan Officer') GROUP BY position",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Employees,easy,1
291,¿Cómo se compara la tasa de interés promedio entre préstamos de auto vs personales?,"SELECT loanType, AVG(interestRate) AS tasa_promedio FROM dbo.Loans WHERE loanType IN ('auto', 'personal') GROUP BY loanType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,easy,1
294,¿Cuál es la diferencia en monto de principal vs interés pagado?,"SELECT 'Principal' AS tipo, SUM(principalAmount) AS monto FROM dbo.LoanPayments UNION ALL SELECT 'Interés', SUM(interestAmount) FROM dbo.LoanPayments",F,comparacion_directa,comparacion,requiere_visualizacion,bar,LoanPayments,easy,1
366,¿Cómo se compara el monto promedio de depósitos vs retiros?,"SELECT transactionType, AVG(amount) AS monto_promedio FROM dbo.Transactions GROUP BY transactionType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transactions,easy,1
62,¿Cómo se compara el saldo promedio entre cuentas de ahorro y cuentas corrientes?,"SELECT accountType, AVG(currentBalance) AS saldo_promedio FROM dbo.Accounts WHERE accountType IN ('saving', 'checking') GROUP BY accountType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Accounts,medium,1
65,¿Cómo se compara el monto total de préstamos hipotecarios vs préstamos personales?,"SELECT loanType, SUM(loanAmount) AS monto_total FROM dbo.Loans WHERE loanType IN ('mortgage', 'personal') GROUP BY loanType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,medium,1
66,¿Cómo se compara la tasa de interés promedio entre préstamos automotrices e hipotecarios?,"SELECT loanType, AVG(interestRate) AS tasa_promedio FROM dbo.Loans WHERE loanType IN ('auto', 'mortgage') GROUP BY loanType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,medium,1
70,¿Cómo se compara el plazo promedio de préstamos personales vs automotrices?,"SELECT loanType, AVG(term) AS plazo_promedio FROM dbo.Loans WHERE loanType IN ('personal', 'auto') GROUP BY loanType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,medium,1
71,¿Cómo se compara el número de empleados entre gerentes y cajeros?,"SELECT position, COUNT(*) AS num_empleados FROM dbo.Employees WHERE position IN ('Branch Manager', 'Teller') GROUP BY position",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Employees,medium,1
110,¿Cómo se compara el número de cuentas entre sucursales del centro y del aeropuerto?,"SELECT b.branchName, COUNT(a.id) AS num_cuentas FROM dbo.Branches b LEFT JOIN dbo.Accounts a ON b.id = a.branchId WHERE b.branchName IN ('Downtown Central', 'Airport Terminal') GROUP BY b.branchName",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Branches, Accounts",medium,2
161,¿Cómo se comparan los depósitos del primer semestre vs el segundo semestre?,"SELECT CASE WHEN MONTH(transactionDate) <= 6 THEN 'Primer Semestre' ELSE 'Segundo Semestre' END AS semestre, SUM(amount) AS total_depositos FROM dbo.Transactions WHERE transactionType = 'deposit' GROUP BY CASE WHEN MONTH(transactionDate) <= 6 THEN 'Primer Semestre' ELSE 'Segundo Semestre' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transactions,medium,1
163,¿Cómo se compara el volumen de transferencias entre días laborales y fines de semana?,"SELECT CASE WHEN DATEPART(WEEKDAY, occurenceTime) IN (1, 7) THEN 'Fin de semana' ELSE 'Día laboral' END AS tipo_dia, SUM(amount) AS total_transferencias FROM dbo.Transfers GROUP BY CASE WHEN DATEPART(WEEKDAY, occurenceTime) IN (1, 7) THEN 'Fin de semana' ELSE 'Día laboral' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transfers,medium,1
165,¿Cómo se compara el número de cuentas creadas este año vs el año pasado?,"SELECT YEAR(createdAt) AS anio, COUNT(*) AS num_cuentas FROM dbo.Accounts WHERE YEAR(createdAt) IN (YEAR(GETDATE()), YEAR(GETDATE()) - 1) GROUP BY YEAR(createdAt)",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Accounts,medium,1
239,¿Cómo se compara el saldo total entre cuentas de clientes premium y regulares?,"SELECT c.customerType, SUM(a.currentBalance) AS saldo_total FROM dbo.Customers c JOIN dbo.AccountOwnerships ao ON c.id = ao.ownerId JOIN dbo.Accounts a ON ao.accountId = a.id GROUP BY c.customerType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Customers, AccountOwnerships, Accounts",medium,3
240,¿Cuál es la diferencia en el monto promedio de transferencias entre días laborales y fines de semana?,"SELECT CASE WHEN DATEPART(WEEKDAY, occurenceTime) IN (1, 7) THEN 'Fin de semana' ELSE 'Día laboral' END AS tipo_dia, AVG(amount) AS monto_promedio FROM dbo.Transfers GROUP BY CASE WHEN DATEPART(WEEKDAY, occurenceTime) IN (1, 7) THEN 'Fin de semana' ELSE 'Día laboral' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transfers,medium,1
242,¿Cuál es la diferencia en número de transacciones entre el primer y segundo semestre?,"SELECT CASE WHEN MONTH(transactionDate) <= 6 THEN 'Primer semestre' ELSE 'Segundo semestre' END AS semestre, COUNT(*) AS num_transacciones FROM dbo.Transactions GROUP BY CASE WHEN MONTH(transactionDate) <= 6 THEN 'Primer semestre' ELSE 'Segundo semestre' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transactions,medium,1
243,¿Cómo se compara el número de empleados entre las sucursales Downtown y Central?,"SELECT b.branchName, COUNT(e.id) AS num_empleados FROM dbo.Branches b LEFT JOIN dbo.Employees e ON b.id = e.branchId WHERE b.branchName IN ('Downtown', 'Central') GROUP BY b.branchName",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Branches, Employees",medium,2
244,¿Cuál es la diferencia en monto de pagos entre préstamos de auto y hipotecarios?,"SELECT l.loanType, SUM(lp.paymentAmount) AS total_pagos FROM dbo.Loans l JOIN dbo.LoanPayments lp ON l.id = lp.loanId WHERE l.loanType IN ('auto', 'mortgage') GROUP BY l.loanType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Loans, LoanPayments",medium,2
248,¿Cuál es la diferencia en volumen de transacciones entre mañana y tarde?,"SELECT CASE WHEN DATEPART(HOUR, transactionDate) < 12 THEN 'Mañana' ELSE 'Tarde' END AS periodo, SUM(amount) AS volumen FROM dbo.Transactions GROUP BY CASE WHEN DATEPART(HOUR, transactionDate) < 12 THEN 'Mañana' ELSE 'Tarde' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transactions,medium,1
285,¿Cómo se compara el número de transacciones entre cuentas de ahorro y corrientes?,"SELECT a.accountType, COUNT(t.id) AS num_transacciones FROM dbo.Accounts a JOIN dbo.Transactions t ON a.id = t.accountId WHERE a.accountType IN ('saving', 'checking') GROUP BY a.accountType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Accounts, Transactions",medium,2
287,¿Cómo se compara el saldo promedio entre las dos sucursales más grandes?,"SELECT TOP 2 b.branchName, AVG(a.currentBalance) AS saldo_promedio FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId GROUP BY b.branchName ORDER BY COUNT(a.id) DESC",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Branches, Accounts",medium,2
288,¿Cuál es la diferencia en número de pagos entre el primer y segundo trimestre?,"SELECT CASE WHEN DATEPART(QUARTER, PaidDate) = 1 THEN 'Q1' ELSE 'Q2' END AS trimestre, COUNT(*) AS num_pagos FROM dbo.LoanPayments WHERE DATEPART(QUARTER, PaidDate) IN (1, 2) GROUP BY CASE WHEN DATEPART(QUARTER, PaidDate) = 1 THEN 'Q1' ELSE 'Q2' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,LoanPayments,medium,1
292,¿Cuál es la diferencia en volumen de transferencias entre horario laboral y no laboral?,"SELECT CASE WHEN DATEPART(HOUR, occurenceTime) BETWEEN 9 AND 17 THEN 'Horario laboral' ELSE 'Fuera de horario' END AS periodo, SUM(amount) AS volumen FROM dbo.Transfers GROUP BY CASE WHEN DATEPART(HOUR, occurenceTime) BETWEEN 9 AND 17 THEN 'Horario laboral' ELSE 'Fuera de horario' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transfers,medium,1
293,¿Cómo se compara el número de cuentas entre clientes premium y regulares?,"SELECT c.customerType, COUNT(DISTINCT a.id) AS num_cuentas FROM dbo.Customers c JOIN dbo.AccountOwnerships ao ON c.id = ao.ownerId JOIN dbo.Accounts a ON ao.accountId = a.id GROUP BY c.customerType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Customers, AccountOwnerships, Accounts",medium,3
367,¿Cuál es la diferencia en número de cuentas entre sucursales urbanas y suburbanas?,"SELECT CASE WHEN b.branchName IN ('Downtown', 'Central') THEN 'Urbana' ELSE 'Suburbana' END AS ubicacion, COUNT(a.id) AS num_cuentas FROM dbo.Branches b LEFT JOIN dbo.Accounts a ON b.id = a.branchId GROUP BY CASE WHEN b.branchName IN ('Downtown', 'Central') THEN 'Urbana' ELSE 'Suburbana' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Branches, Accounts",medium,2
368,¿Cómo se compara la tasa de interés promedio entre préstamos cortos vs largos?,"SELECT CASE WHEN term <= 36 THEN 'Corto plazo' ELSE 'Largo plazo' END AS plazo, AVG(interestRate) AS tasa_promedio FROM dbo.Loans GROUP BY CASE WHEN term <= 36 THEN 'Corto plazo' ELSE 'Largo plazo' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Loans,medium,1
371,¿Cuál es la diferencia en monto de transferencias entre mañana y noche?,"SELECT CASE WHEN DATEPART(HOUR, occurenceTime) BETWEEN 6 AND 14 THEN 'Mañana' ELSE 'Noche' END AS horario, SUM(amount) AS monto_total FROM dbo.Transfers GROUP BY CASE WHEN DATEPART(HOUR, occurenceTime) BETWEEN 6 AND 14 THEN 'Mañana' ELSE 'Noche' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transfers,medium,1
372,¿Cómo se compara el principal vs interés pagado por tipo de préstamo?,"SELECT l.loanType, SUM(lp.principalAmount) AS total_principal, SUM(lp.interestAmount) AS total_interes FROM dbo.Loans l JOIN dbo.LoanPayments lp ON l.id = lp.loanId GROUP BY l.loanType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Loans, LoanPayments",medium,2
373,¿Cuál es la diferencia en número de transacciones entre Q1 y Q4?,"SELECT CASE WHEN DATEPART(QUARTER, transactionDate) = 1 THEN 'Q1' ELSE 'Q4' END AS trimestre, COUNT(*) AS num_transacciones FROM dbo.Transactions WHERE DATEPART(QUARTER, transactionDate) IN (1, 4) GROUP BY CASE WHEN DATEPART(QUARTER, transactionDate) = 1 THEN 'Q1' ELSE 'Q4' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Transactions,medium,1
374,¿Cómo se compara el saldo promedio de cuentas de ahorro entre sucursales?,"SELECT b.branchName, AVG(a.currentBalance) AS saldo_promedio FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId WHERE a.accountType = 'saving' GROUP BY b.branchName ORDER BY saldo_promedio DESC",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Branches, Accounts",medium,2
63,¿Cómo se compara el monto promedio de préstamos entre clientes premium y regulares?,"SELECT c.customerType, AVG(l.loanAmount) AS monto_promedio FROM dbo.Customers c JOIN dbo.Loans l ON c.id = l.customerId GROUP BY c.customerType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Customers, Loans",hard,2
109,¿Cómo se compara el monto total de préstamos entre clientes premium y regulares?,"SELECT c.customerType, SUM(l.loanAmount) AS monto_total FROM dbo.Customers c JOIN dbo.Loans l ON c.id = l.customerId GROUP BY c.customerType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Customers, Loans",hard,2
111,¿Cómo se compara el interés total cobrado entre préstamos personales e hipotecarios?,"SELECT l.loanType, SUM(lp.interestAmount) AS interes_total FROM dbo.Loans l JOIN dbo.LoanPayments lp ON l.id = lp.loanId WHERE l.loanType IN ('personal', 'mortgage') GROUP BY l.loanType",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"Loans, LoanPayments",hard,2
246,¿Cuál es la diferencia en número de cuentas entre clientes con uno vs múltiples propietarios?,"SELECT CASE WHEN num_owners = 1 THEN 'Un propietario' ELSE 'Múltiples propietarios' END AS tipo, COUNT(*) AS num_cuentas FROM (SELECT accountId, COUNT(*) AS num_owners FROM dbo.AccountOwnerships GROUP BY accountId) AS owners GROUP BY CASE WHEN num_owners = 1 THEN 'Un propietario' ELSE 'Múltiples propietarios' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,AccountOwnerships,hard,1
369,¿Cuál es la diferencia en saldo total entre clientes con una vs múltiples cuentas?,"SELECT CASE WHEN num_cuentas = 1 THEN 'Una cuenta' ELSE 'Múltiples cuentas' END AS tipo, SUM(saldo) AS saldo_total FROM (SELECT ao.ownerId, COUNT(*) AS num_cuentas, SUM(a.currentBalance) AS saldo FROM dbo.AccountOwnerships ao JOIN dbo.Accounts a ON ao.accountId = a.id GROUP BY ao.ownerId) AS clientes GROUP BY CASE WHEN num_cuentas = 1 THEN 'Una cuenta' ELSE 'Múltiples cuentas' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,"AccountOwnerships, Accounts",hard,2
370,¿Cómo se compara el número de empleados entre sucursales grandes y pequeñas?,"SELECT CASE WHEN emp_count > 5 THEN 'Sucursal grande' ELSE 'Sucursal pequeña' END AS tipo, SUM(emp_count) AS total_empleados FROM (SELECT branchId, COUNT(*) AS emp_count FROM dbo.Employees GROUP BY branchId) AS sucursales GROUP BY CASE WHEN emp_count > 5 THEN 'Sucursal grande' ELSE 'Sucursal pequeña' END",F,comparacion_directa,comparacion,requiere_visualizacion,bar,Employees,hard,1
75,¿Cuáles son los tipos de préstamo ordenados por monto total otorgado?,"SELECT loanType, SUM(loanAmount) AS monto_total FROM dbo.Loans GROUP BY loanType ORDER BY monto_total DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Loans,easy,1
76,¿Cuáles son las 5 cuentas con mayor saldo?,"SELECT TOP 5 accountNumber, currentBalance FROM dbo.Accounts ORDER BY currentBalance DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Accounts,easy,1
77,¿Cuáles son los préstamos con la tasa de interés más alta?,"SELECT TOP 10 id, loanType, loanAmount, interestRate FROM dbo.Loans ORDER BY interestRate DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Loans,easy,1
79,¿Cuáles son los cargos con más empleados?,"SELECT position, COUNT(*) AS num_empleados FROM dbo.Employees GROUP BY position ORDER BY num_empleados DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Employees,easy,1
80,¿Cuáles son las 10 transferencias de mayor monto?,"SELECT TOP 10 id, amount, occurenceTime FROM dbo.Transfers ORDER BY amount DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Transfers,easy,1
81,¿Cuáles son los tipos de cuenta ordenados por saldo total?,"SELECT accountType, SUM(currentBalance) AS saldo_total FROM dbo.Accounts GROUP BY accountType ORDER BY saldo_total DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Accounts,easy,1
112,¿Cuáles son las 5 cuentas con menor saldo?,"SELECT TOP 5 accountNumber, currentBalance FROM dbo.Accounts WHERE currentBalance > 0 ORDER BY currentBalance ASC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Accounts,easy,1
113,¿Cuáles son los 10 préstamos con mayor monto?,"SELECT TOP 10 id, loanType, loanAmount FROM dbo.Loans ORDER BY loanAmount DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Loans,easy,1
115,¿Cuáles son los tipos de préstamo ordenados por tasa de interés promedio?,"SELECT loanType, AVG(interestRate) AS tasa_promedio FROM dbo.Loans GROUP BY loanType ORDER BY tasa_promedio DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Loans,easy,1
166,¿Cuáles son los 3 tipos de préstamo con mayor tasa de interés promedio?,"SELECT TOP 3 loanType, AVG(interestRate) AS tasa_promedio FROM dbo.Loans GROUP BY loanType ORDER BY tasa_promedio DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Loans,easy,1
167,¿Cuáles son las 10 cuentas con más transacciones?,"SELECT TOP 10 accountId, COUNT(*) AS num_transacciones FROM dbo.Transactions GROUP BY accountId ORDER BY num_transacciones DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Transactions,easy,1
249,¿Cuáles son las 5 cuentas con mayor saldo?,"SELECT TOP 5 id, currentBalance FROM dbo.Accounts ORDER BY currentBalance DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Accounts,easy,1
252,¿Cuáles son los 3 tipos de préstamo más comunes?,"SELECT TOP 3 loanType, COUNT(*) AS cantidad FROM dbo.Loans GROUP BY loanType ORDER BY cantidad DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Loans,easy,1
254,¿Cuáles son los 5 préstamos con menor tasa de interés?,"SELECT TOP 5 id, loanType, loanAmount, interestRate FROM dbo.Loans ORDER BY interestRate ASC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Loans,easy,1
255,¿Cuáles son los 5 clientes con más cuentas?,"SELECT TOP 5 ao.ownerId, COUNT(*) AS num_cuentas FROM dbo.AccountOwnerships ao GROUP BY ao.ownerId ORDER BY num_cuentas DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,AccountOwnerships,easy,1
256,¿Cuáles son los 10 pagos de préstamo más grandes?,"SELECT TOP 10 id, loanId, paymentAmount, PaidDate FROM dbo.LoanPayments ORDER BY paymentAmount DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,LoanPayments,easy,1
295,¿Cuáles son las 5 cuentas con menor saldo positivo?,"SELECT TOP 5 id, currentBalance FROM dbo.Accounts WHERE currentBalance > 0 ORDER BY currentBalance ASC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Accounts,easy,1
297,¿Cuáles son las 10 transferencias con menor monto?,"SELECT TOP 10 id, amount, occurenceTime FROM dbo.Transfers ORDER BY amount ASC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Transfers,easy,1
299,¿Cuáles son las 5 cuentas con mayor número de propietarios?,"SELECT TOP 5 accountId, COUNT(*) AS num_propietarios FROM dbo.AccountOwnerships GROUP BY accountId ORDER BY num_propietarios DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,AccountOwnerships,easy,1
375,¿Cuáles son los 5 préstamos con mayor plazo?,"SELECT TOP 5 id, loanType, term, loanAmount FROM dbo.Loans ORDER BY term DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Loans,easy,1
376,¿Cuáles son las 3 cuentas con más propietarios?,"SELECT TOP 3 accountId, COUNT(*) AS num_propietarios FROM dbo.AccountOwnerships GROUP BY accountId ORDER BY num_propietarios DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,AccountOwnerships,easy,1
380,¿Cuáles son las 5 transferencias más recientes?,"SELECT TOP 5 id, amount, occurenceTime FROM dbo.Transfers ORDER BY occurenceTime DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Transfers,easy,1
381,¿Cuáles son los 3 cargos con más empleados?,"SELECT TOP 3 position, COUNT(*) AS num_empleados FROM dbo.Employees GROUP BY position ORDER BY num_empleados DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Employees,easy,1
74,¿Cuáles son las sucursales ordenadas por número de empleados?,"SELECT b.branchName, COUNT(e.id) AS num_empleados FROM dbo.Branches b LEFT JOIN dbo.Employees e ON b.id = e.branchId GROUP BY b.branchName ORDER BY num_empleados DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,"Branches, Employees",medium,2
168,¿Cuáles son los 5 meses con mayor volumen de transferencias?,"SELECT TOP 5 YEAR(occurenceTime) AS anio, MONTH(occurenceTime) AS mes, SUM(amount) AS total_transferencias FROM dbo.Transfers GROUP BY YEAR(occurenceTime), MONTH(occurenceTime) ORDER BY total_transferencias DESC",G,ranking_los_mas,comparacion,requiere_visualizacion,bar,Transfers,medium,1
